conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
654,GPT2-large,beam search,"A: The beginning of school for most kids <br>B: Hey. Kintergarten is usually the first experience kids have  with schooling. They play, sing, draw, and get their basic skills for schooling from it. <br>A: Yes, most kids start at six when entering. <br>B: Six is the entry age in a lot of places, but some countries start children at 2 years old, and others as old as 8. <br>A: kids will learn the sounds of the alphabet. <br>","Alphabet This is in contrast to other types of writing systems, such as syllabaries (in which each character represents a syllable) and logographies (in which each character represents a word, morpheme, or semantic unit).","Yes, the alphabet is different from other writing systems.",1.0,No,y
1860,GPT2-medium,nucleus,"A: I love candy, what's a good brand? <br>B: Dylan's Candy Bar is a great brand of candy <br>A: Oh are they? What kind of candy is it? <br>B: Dylan's Candy Bar is a candy supplier <br>A: Oh I see, what kind of candy do they offer? <br>","Dylan's Candy Bar It stocks 7,000 candies from around the world.","Dylan's candy bar has 7,000 candies",1.0,No,y
1207,GPT2-xlarge,nucleus,"A: I drink protein powder with nothing but water <br>B: Really? Have you ever tried fish protein powder? Sounds gross, but its made for humans to drink. <br>A: Does it smells and taste good. Maybe I could give it a trial. I am trying to gain muscles here <br>B: I'm not sure? I do know it is put through a vigorous sanitation process.  It has to meet certain purity and functional aspects to be considered food grade. <br>A: Do you know the process it go through to be made <br>",Sustainable sanitation Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,I know that the process is designed to meet certain criteria and to work well over the long-term.,1.0,No,y
1810,GPT2-large,DBS,A: The Insane Clown Posse is so insane. Who are these guys? <br>B: Funny you ask! My daughter introduced me to them last week. They are an American hip hop duo. One is named Violent J and the other Shaggy 2 Dope. I was speechless after listening to them! <br>A: Haha. I came across the Insane Clown Posse on the internet and they are so fascinatingly weird. What else do you know about them? <br>B: They were founded in 1989 in Detroit and their hip hop style is known as horrorcore and they love to give a good show! <br>A: Wow Insane Clown Posse has been around for that long? It is hard to stay that relevant in music these days. <br>,Insane Clown Posse The duo has earned two platinum and five gold albums.,They have earned 2 platinum albums and 5 gold albums!,1.0,No,y
243,GPT2-medium,beam search,"A: Nagini is a name of lizard <br>B: What a cool name. I've read the Komodo dragon can reach up to 3 metres in length! <br>A: Is Komoda dragon a type of lizard specie? <br>B: It sure is, it's also known as the Komodo Monitor <br>A: Do you know how long they've been in existence? <br>","Lizard Lizards are a widespread group of squamate reptiles, with over 6,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains.","I'm not sure, but there are over 6000 species of lizards!",1.0,No,y
1888,GPT2-large,DBS,"A: Online shopping is the better experience to choose the the product on our desire. <br>B: Yes! I much prefer shopping online at home on the Internet rather than fighting crowds in an actual store. <br>A: what did you often purchase? <br>B: Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone! <br>A: yes, it includes lot of choices <br>","Online shopping Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.","Yes, you can search for specific models or brands to find exactly what you want!",1.0,No,y
1448,GPT2-xlarge,DBS,"A: i love hot dogs <br>B: Me to fresh off the grill with onions, ketchup and mustard it is delicious how do you like yours? <br>A: the same <br>B: I still like hot dogs even though hot dogs are made from caribou meat in Alaska. <br>A: there's all beef hotdogs <br>",Hot dog Hot dog variants include the corn dog and pig in a blanket.,There are so many different types of hot dogs including corn dogs and pigs in blankets.,1.0,No,y
1605,GPT2-xlarge,nucleus,"A: Hello. I'm involved in an on-again, off-again relationship, and I don't think my girlfriend understands. <br>B: Do you think the inabity to keep the relationship going is due to factors insided the relationship or some external factor beyond your control? <br>A: I'm not sure. What do you think is usually the case in relationships like this? <br>B: Could be ither, really because reasons why relationships like yours for can be complex. <br>A: Indeed, that's true. What steps do you think we can take to improve the relationship? <br>",Interpersonal communication Interpersonal communication is an exchange of information between two or more people.,Interpersonal communication is an exchange of information between two or more people.,1.0,No,y
591,GPT2-large,DBS,"A: Don't you love pizza delivery, when a pizzeria or pizza chain delivers a pizza straight to a customers door? <br>B: I do love pizza delivery! So convenient! <br>A: I agree, its great having a delicious Italian dish delivered within an hour, steam coming out of the box <br>B: It is perfect for last minute when you don't know what to make. <br>A: Ordering over the internet too from the comfort of your desk, and easily being able to choose topings and sides easily is also another thing I absolutely love about pizza delivery <br>B: Yes that is a perk too. You can also use an app and create and order the pizza from your phone. <br>","Pizza delivery Specialized computer software for the pizza delivery business helps determine the most efficient routes for carriers, track exact order and delivery times, manage calls and orders with PoS software, and other functions.","Yes, you can use the app to track your delivery times and even manage calls with the software",1.0,No,y
1462,GPT2-xlarge,DBS,"A: I am a big fan of Elvis Presley. He was regarded as one of the most significant cultural icons of the 20th century <br>B: I like his movies.  I can't think of the names of any of them right off. <br>A: I only know his music, like Heartbreak Hotel which was his first #1 hit <br>B: I believe he got his start in music by promoting African American songs. <br>A: He did, with his producer Sam Philips at Sun Records they wanted to bring African American music to a wider audience <br>B: I think Blue Suede Shoes is my favorite. <br>","Blue Suede Shoes ""Blue Suede Shoes"" is a rock-and-roll standard written and first recorded by Carl Perkins in 1955.",It's a rock and roll standard that was first recorded in 1955,1.0,No,y
61,GPT2-small,beam search,"A: I love to go travelling! It's my favorite! <br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles <br>A: I prefer to travel by car, but I'll fly if necessary. <br>B: Yep trvaeling for short stays before moving to a new place can be fun <br>A: Hotels are okay but if it's an extended stay I do an Airbnb. <br>","Airbnb Airbnb is an American company which hosts an online marketplace and hospitality service, for people to lease or rent short-term lodging including vacation rentals, apartment rentals, homestays, hostel beds, or hotel rooms.",Airbnb is a great place to rent short term lodging.,1.0,No,y
1894,GPT2-xlarge,nucleus,"A: Hey! How familiar are you with Kurt Cobain? <br>B: Yeah, he was from Washington, where he formed the band Nirvana. Are you a fan? <br>A: I've heard a few of his songs but not a huge know it all about anything of his <br>B: Nevermind was their first album with their drummer Dave Grohl. Do you know him from the Foo Fighters? <br>A: I do not. I think I've maybe heard one song by them <br>","Grunge Grunge (sometimes referred to as the Seattle sound) is a subgenre of alternative rock and a subculture that emerged during the in the Pacific Northwest U.S. state of Washington, particularly in Seattle and nearby towns.",I think I have too. I've heard Grunge music. It's a subgenre of alternative rock that emerged in Seattle and surrounding towns.,1.0,No,y
581,GPT2-large,nucleus,"A: I like to visit Florida in the winter. What can you tell me about the state? <br>B: Florida is a great state to vacation to,. <br>A: Yeah I like to go to Universal Studios and Disney World. The weather is nice in the winter. <br>B: I know it's so nice. Florida also means the ""land of flowers"" in Spanish. <br>A: Oh I never knew that. I want to visit Key West one day. <br>","Florida The state is bordered to the west by the Gulf of Mexico and Alabama, to the north by Alabama and Georgia, to the east by the Atlantic Ocean, and to the south by the Straits of Florida.",I think you could do a lot of tourism there. Florida is bordered by the Gulf of Mexico and the Atlantic Ocean.,0.833333333,No,y
800,GPT2-medium,DBS,"A: I love to surf! Have you been? <br>B: i have only surfed for a couple of times in my life, Waves suitable for surfing are primarily found in the ocean <br>A: Did you like it? Yes, it's great in many parts of the world! I've surfed in California and South Africa! <br>B: i really enjoyed it but was never too good at it, The term ""surfing"" refers to the act of riding a wave <br>A: Gotcha! It takes lots of practice! There are lots of professional surfers as well! <br>","Surf culture That initial culture directly influenced modern surfing, which began to flourish and evolve in the early 20th century, with its popularity spiking during the 1950s and 1960s (principally in Hawaii, Australia, and California).",surf culture started in the 50s and 60s,1.0,No,y
1090,GPT2-xlarge,beam search,"A: John Ray Grisham Jr. is an American bestselling writer, attorney, politician, <br>B: Yes I think I have read some of his books - is he a crime writer? <br>A: Interestingly,his books has been translated into 42 languages and published worldwide. <br>B: Really? He must be worth a fortune. Have you read any? <br>A: I've read his first novel, ""A Time to Kill,"" was published in June 1989 <br>B: Do you know how many books John Grisham has written? <br>","John Grisham A Galaxy British Book Awards winner, Grisham is one of only three authors to sell 2 million copies on a first printing.","He is a British book award winner, he has sold over two million copies",0.833333333,No,y
700,GPT2-xlarge,DBS,"A: Hey there, are you a minecraft fan? <br>B: Minecraft is a video game designed by Swedish game designer named Markus Perrson that was later improved on by Mojang. It's super fun! <br>A: My nephew loves the game but I must admit that half the time I have no idea what he is doing. <br>B: Yeah my nephew loves it too. He spends half the day playing it. The part about building stuff allows players to build with cubes in a 3d environment. <br>A: Nice. I guess I'm not sure what the point of it is. Maybe that's why it's just a game. <br>","Minecraft Multiple gameplay modes are available, including a survival mode where the player must acquire resources to build the world and maintain health, a creative mode where players have unlimited resources to build with and the ability to fly, an adventure mode where players can play custom maps created by other players, and a spectator mode where players can freely move throughout a world without being affected by gravity or collisions.","Well there are multiple gameplay modes including survival, creative, and adventure.",0.833333333,No,y
572,GPT2-large,DBS,"A: I like to play outside in the sun with my dolls. Especially My Little Pony. <br>B: Hasbro developed little pony <br>A: Very true. Hasbro is a great toy company. <br>B: ""Cutie marks"" are referred as symbols <br>A: Oh really? Are they on the ponies? <br>","List of My Little Pony: Friendship Is Magic characters It features characters and settings developed by Lauren Faust, who sought to create more in-depth characters than the stereotypical ""girly"" icons used in previous iterations of the franchise.",No they are on the characters,0.166666667,Yes,y
453,GPT2-small,DBS,"A: Im really harsh with my inner critical voice. <br>B: Oh that sounds terrible... Why is that? <br>A: I just have low self esteem and have trouble dealing with my depression. <br>B: Do you take like medication for it? Its much more common then you would think <br>A: No, my main approach has been working with an inncer critic psychotherapists. <br>B: Oh okay, Im not sure what that is <br>","Psychotherapy Psychotherapy is the use of psychological methods, particularly when based on regular personal interaction, to help a person change and overcome problems in desired ways.",Psychotherapy is used to help people change their behavior and overcome obstacles.,0.833333333,No,y
1207,GPT2-xlarge,beam search,"A: I drink protein powder with nothing but water <br>B: Really? Have you ever tried fish protein powder? Sounds gross, but its made for humans to drink. <br>A: Does it smells and taste good. Maybe I could give it a trial. I am trying to gain muscles here <br>B: I'm not sure? I do know it is put through a vigorous sanitation process.  It has to meet certain purity and functional aspects to be considered food grade. <br>A: Do you know the process it go through to be made <br>",Sustainable sanitation Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,"I am not sure, but I know that sustainable sanitation is a system that meets certain criteria.",0.833333333,No,y
1603,GPT2-large,nucleus,"A: Blue and yellow are beautiful colours but green is amazing, it's a mix of both! <br>B: Green is actually my favorite color! <br>A: I tend to change my favourite colours. Gendar, age and culture are a big influence on how people perceive colours. <br>B: Yeah that makes a lot of sense, when I was younger my favorite color was different. <br>A: Pink got the name from the flowers pinks. I'm not a big fan of flowers maybe thats why I am not a big fan of the colour itself. They are plants in the genus ""Dianthus"" <br>B: Interesting, what kind of flowers are they. <br>","Pink The color pink is named after the flowers, pinks, flowering plants in the genus ""Dianthus,"" and derives from the frilled edge of the flowers.","They are a flowering plant, so it includes all types of flowers, like sunflowers and water lillies and stuff.",0.5,Yes,y
490,GPT2-medium,DBS,"A: Hello, do you like puzzles? I enjoy crossword puzzles! <br>B: Yes I do. But I never seem to be able to think of all the words. <br>A: Well, you should try the cryptic crosswords. Each word is it's own puzzle. SO FUN! <br>B: Wow tell me more about this puzzle. Sounds interesting! <br>A: What's awesome about cryptic crosswords is they are usually called ""setters"" in the UK. <br>B: Oh I have to know why. I would like to know how to do this puzzle. <br>","Cryptic crossword Cryptic crossword puzzles come in two main types: the basic cryptic in which each clue answer is entered into the diagram normally, and ""themed"" or ""variety"" cryptics, in which some or all of the answers must be altered before entering, usually in accordance with a hidden pattern or rule which must be discovered by the solver.",There are two types of cryptic puzzles. The basic cryptic and the themed.,1.0,No,y
207,GPT2-small,nucleus,"A: Pit bulls are great dogs, but quite often they are misunderstood. <br>B: I have always wondered where the name pit bull came from as a name of a breed of dog. <br>A: Pit bulls are a descendant of bulldogs! Maybe that's where the ""bull"" comes from. What do you think? <br>B: Pit Bulls were originally developed as fighting dogs, so i'm sure that is how they received their reputation. <br>A: They do sometimes serve as search and rescue and police dogs, so they do have a purpose. I have friends that own them and they are wonderful pets if trained correctly. <br>","Pit bull After the use of dogs in blood sports was banned, such dogs were used as catch dogs in the United States for semi-wild cattle and hogs, to hunt and drive livestock, and as family companions.",Pit bull are a very popular breed and were used for hunting and driving livestock.,0.833333333,No,y
1655,GPT2-medium,nucleus,"A: Where can someone learn about the stock market? <br>B: the equity  market is the aggregation of buyers and sellers of stocks which represent ownership claims on businesses <br>A: Interesting. So technically, when people purchase stocks, they are purchasing a small claim or share on a business? <br>B: they can also include securities listed on a public stock exchange as well as those only traded privately <br>A: I'm not sure I understand what you mean. <br>",Stock market Examples of the latter include shares of private companies which are sold to investors through equity crowdfunding platforms.,examples of the latter include shares of private companies which are sold to investors through equity crowdfunding platforms,1.0,No,y
802,GPT2-large,DBS,"A: I am so scared of mountain climbing and things like mountaineering. <br>B: Mountaineering seems to have a varied definition depending on who you ask. Some categorize it as more of climbing while others lump it into more of a hiking/ backpacking thing. <br>A: I am scared of heights. So climbing any mountain would be impossible for me. <br>B: Well then you should definitely never go anywhere near mount everest. It is the highest mountain above sea level. <br>A: I would love to go see it and if I can drive up a mountain then I would be fine, but no climbing for me <br>",David Sharp (mountaineer) David Sharp (15 February 1972 – 15 May 2006) was an English mountaineer who died near the summit of Mount Everest.,"Well if you do go, make sure you bring plenty of food and water. David Sharp died on Mount Everest in 2006.",0.833333333,No,y
490,GPT2-xlarge,DBS,"A: Hello, do you like puzzles? I enjoy crossword puzzles! <br>B: Yes I do. But I never seem to be able to think of all the words. <br>A: Well, you should try the cryptic crosswords. Each word is it's own puzzle. SO FUN! <br>B: Wow tell me more about this puzzle. Sounds interesting! <br>A: What's awesome about cryptic crosswords is they are usually called ""setters"" in the UK. <br>B: Oh I have to know why. I would like to know how to do this puzzle. <br>","Cryptic crossword Cryptic crossword puzzles come in two main types: the basic cryptic in which each clue answer is entered into the diagram normally, and ""themed"" or ""variety"" cryptics, in which some or all of the answers must be altered before entering, usually in accordance with a hidden pattern or rule which must be discovered by the solver.","There are two types, the basic and the theme.",0.833333333,No,y
386,GPT2-large,DBS,"A: React is a JavaScript library that is for building user interfaces. <br>B: That's pretty cool, how long has it been around? <br>A: It was first deployed in 2011 on Facebook's newsfeed. <br>B: Interesting, did Facebook develop it then? <br>A: I don't know about that one. <br>B: Alright, what else can you tell me about React? <br>","React (JavaScript library) He was influenced by XHP, an HTML component framework for PHP.",He was also influenced by the XHP component framework.,0.833333333,No,y
611,GPT2-large,DBS,"A: Everyone in my family has to wear glasses except for me. Do you wear them? <br>B: Yes, but I only wear them for vision correction, reading glasses, and I wear sunglasses. <br>A: Seems like a good few reasons. What else do you know about them? <br>B: They are traditionally known as eye glass or spectacles and they consist of glass of hard plastic which is mounted in a fame that holds them over a person's eyes, using the bride of the nose and the ears. <br>A: That's interesting! How long have they been around? <br>",Glasses Safety glasses provide eye protection against flying debris for construction workers or lab technicians; these glasses may have protection for the sides of the eyes as well as in the lenses.,"I'm not sure of the exact date, but they have been around for a long time. Safety glasses are used for eye protection from flying debris.",1.0,No,y
800,GPT2-large,beam search,"A: I love to surf! Have you been? <br>B: i have only surfed for a couple of times in my life, Waves suitable for surfing are primarily found in the ocean <br>A: Did you like it? Yes, it's great in many parts of the world! I've surfed in California and South Africa! <br>B: i really enjoyed it but was never too good at it, The term ""surfing"" refers to the act of riding a wave <br>A: Gotcha! It takes lots of practice! There are lots of professional surfers as well! <br>","Surf culture That initial culture directly influenced modern surfing, which began to flourish and evolve in the early 20th century, with its popularity spiking during the 1950s and 1960s (principally in Hawaii, Australia, and California).","Yes, the culture of surfing directly influenced the modern surfing",1.0,No,y
1139,GPT2-xlarge,beam search,"A: I've always thought about trying hunting, but I've never gotten around to it. <br>B: Me either. I would only be willing to try it for its most common purposes, food or removing dangerous predators. <br>A: Same here, though a lot of people seem to do it for recreation right? <br>B: Yes, that's also a very common practice. Another common use is pest control. <br>A: That's true. Hunting has been around for a while, I'm sure. <br>","Hunting Lawful hunting is distinguished from poaching, which is the illegal killing, trapping or capture of the hunted species.","Yeah, it's different from poaching because it's legal.",0.833333333,No,y
243,GPT2-large,nucleus,"A: Nagini is a name of lizard <br>B: What a cool name. I've read the Komodo dragon can reach up to 3 metres in length! <br>A: Is Komoda dragon a type of lizard specie? <br>B: It sure is, it's also known as the Komodo Monitor <br>A: Do you know how long they've been in existence? <br>","Lizard Lizards are a widespread group of squamate reptiles, with over 6,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains.","They have been around since dinosaurs walked the earth. There are over 6,000 species of lizards!",0.833333333,No,y
1879,GPT2-small,nucleus,"A: You know how to make coffee better? make it irish. <br>B: To make Irish coffee you just add whiskey, its really good, have you tried it? <br>A: I have, I thought I came up with it, turns out; I just have a drinking problem. <br>B: Well it depends on how much whisky you pour lol, I like my Irish coffee strong. <br>A: Did the irish really come up with Irish Coffee? <br>","Irish coffee Different variations of coffee cocktails pre-date the now-classic Irish coffee by at least 100 years, before Joe Sheridan, a head chef at the restaurant and coffee shop in the Foynes Airbase Flying boat terminal building, County Limerick played his part in 1942 or 1943 after a group of American passengers disembarked from a several-hour failed Atlantic crossing due to bad weather conditions on a Pan Am Clipper flying boat.","I think they do, the Irish coffee is one of the oldest and most popular drinks in the world, they even started it back in the day.",0.833333333,Yes,y
887,GPT2-small,nucleus,"A: I have been learning to speak hindu! <br>B: Wow, do you identify with the local South Asian population? What was your motivation for learning? <br>A: I just have a few friends and want to impress this boy... <br>B: Well interesting! The meaning of the term ""Hindu"" has evolved over time. How fluent are you? <br>A: I have only just started a few weeks ago, Are you fluent? <br>","Hindu Competing theories state that Hindu identity developed in the British colonial era, or that it developed post-8th century CE after the Islamic invasion and medieval Hindu-Muslim wars.","Yes, I am. I have read that Hindu identity developed in the British colonial era.",1.0,No,y
1140,GPT2-small,beam search,A: I drink protein powder with nothing but water. Before powders athletes in Greece ate meat and drank wine. <br>B: Oh that's cool. Did they do anything else interesting? <br>A: A lot of herbal concoctions were used to help with strength and stamina. <br>B: Were there any other herbal uses? <br>A: I'm not really sure. Bodybuilding has been around for a long time. Eugen Sandow was the first in the West. <br>B: Cool! Anything else you can tell me about Eugen Sandow? <br>,"Eugen Sandow He left Prussia in 1885 to avoid military service and traveled throughout Europe, becoming a circus athlete and adopting Eugen Sandow as his stage name.",He was a circus performer and adopted a name.,0.666666667,No,y
491,GPT2-xlarge,beam search,"A: hello I do love Agatha Christie novels <br>B: Me too. I like Hercule Poirot ones the best. <br>A: yes, Poirot is a great character, i do love it when he gets going <br>B: What's your favorite novel? Mine is The Big Four. <br>A: obvious choice is  Murder on the Orient Express, but i do enjoy her lesser known ones <br>","Murder on the Orient Express (2017 film) Murder on the Orient Express is a 2017 American mystery drama film directed by Kenneth Branagh, with a screenplay by Michael Green, based on the 1934 novel of the same name by Agatha Christie.",I've never heard of that one. It's based on a 1934 novel.,0.833333333,No,y
1080,GPT2-xlarge,DBS,"A: I am allergic to bees, which a closely related to wasps, I can't bear the thought of getting a bee sting. <br>B: Are you allergic to a specific type of bee? <br>A: All bees and wasps, they all terrify me honey bee, african bee, wasps. The western honey beee is the most common bee worldwide so i most look out for them <br>B: What happens if you get stung? <br>A: Well without medical attention I don't make it. I can't even eat honey, because of the pollen that is used as food for the bee larvae. <br>B: Wow.  That sounds terrible.  Do you carry one of those Epipens? <br>","Beekeeping A location where bees are kept is called an apiary or ""bee yard.""","I don't have one, but I do have a bee yard. It is a place where they keep bees.",0.833333333,No,y
581,GPT2-xlarge,nucleus,"A: I like to visit Florida in the winter. What can you tell me about the state? <br>B: Florida is a great state to vacation to,. <br>A: Yeah I like to go to Universal Studios and Disney World. The weather is nice in the winter. <br>B: I know it's so nice. Florida also means the ""land of flowers"" in Spanish. <br>A: Oh I never knew that. I want to visit Key West one day. <br>","Florida The state is bordered to the west by the Gulf of Mexico and Alabama, to the north by Alabama and Georgia, to the east by the Atlantic Ocean, and to the south by the Straits of Florida.",Florida is a very popular state with tourists.,0.5,No,y
1123,GPT2-large,DBS,"A: I love history, I wish I knew more about Genghis Khan, he seems very interesting. <br>B: Yes it is. Do you know much about  the Great Khan and founder of the Mongol Empire, which became the largest contiguous empire in history after his death. <br>A: How did he started his empire ? <br>B: Very interesting, his strategy was by uniting all the  nomadic tribes of  Northeast Asia <br>A: Did he ever attacked China ? <br>","Genghis Khan After founding the Empire and being proclaimed ""Genghis Khan"", he launched the Mongol invasions that conquered most of Eurasia.","I'm not sure, but he founded the empire and was declared ""genghis khan""",1.0,No,y
1655,GPT2-small,beam search,"A: Where can someone learn about the stock market? <br>B: the equity  market is the aggregation of buyers and sellers of stocks which represent ownership claims on businesses <br>A: Interesting. So technically, when people purchase stocks, they are purchasing a small claim or share on a business? <br>B: they can also include securities listed on a public stock exchange as well as those only traded privately <br>A: I'm not sure I understand what you mean. <br>",Stock market Examples of the latter include shares of private companies which are sold to investors through equity crowdfunding platforms.,the stock market is also known as equity crowdfunding,0.333333333,Yes,y
1098,GPT2-large,DBS,"A: I work as an accountant, where I measure, process, and communicate financial information about economies to my employer and its clients. <br>B: Do you enjoy it? <br>A: As long as I get paid to be an accounting practitioner, I'll enjoy it, how about that? ;) <br>B: What is the average salary for that type of a position? <br>A: The 2016 median annual salary was $68,150, and this of course varies from state to state with different job markets. <br>B: Do you have to obtain a lot of education in order to get a job like this? <br>","Accounting Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","Yes, you need to have a bachelor's degree in accounting or a related field.",0.666666667,No,y
749,GPT2-large,DBS,A: I love spicy foods that kick is what makes the food great. <br>B: I agree. I love the way spices make my food taste. <br>A: What is your favorite spice to put in your foods? <br>B: Curry! Found in many Indian dishes. It comes from the curry leaves. <br>A: I love curry shrimp so good I love habaneros  its a dry chili pepper super hot but good on wings lol. <br>,"English cuisine Traditional meals have ancient origins, such as bread and cheese, roasted and stewed meats, meat and game pies, boiled vegetables and broths, and freshwater and saltwater fish.","Yes, habanero is a very good spice. I like to put it on my food as well.",0.333333333,No,y
397,GPT2-xlarge,beam search,"A: I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales? <br>B: Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel. <br>A: Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical. <br>B: I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz. <br>A: I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that? <br>B: I have read all of the Gregory Maguire books and the entire Wicked collection.  He really puts a creative spin on the classic fairy tales we were told as children. <br>","Land of Oz The fictional Land of Oz is a magical country first introduced in the classic children's novel ""The Wonderful Wizard of Oz"" (1900).",Have you ever heard of the land of Oz?  I love that book!,0.333333333,No,y
397,GPT2-large,nucleus,"A: I've read a lot of fairy tales in my life, usually ones with dragons and unicorns.  Have you read many fairy tales? <br>B: Oh yes fairy tales were a staple growing up.  My favorites were Cinderella and Rapunzel. <br>A: Have you ever seen the movie Into the Woods?  It takes a lot from the Rapunzel and Cinderella stories, and is a pretty good musical. <br>B: I have not seen it but I do enjoy musicals.  Wicked is one of my favorites, based on the Wizard of Oz. <br>A: I loved Wicked!  It's one of my favorite musicals too.  I also went and read the Gregory Maguire book it was based on, have you read that? <br>B: I have read all of the Gregory Maguire books and the entire Wicked collection.  He really puts a creative spin on the classic fairy tales we were told as children. <br>","Land of Oz The fictional Land of Oz is a magical country first introduced in the classic children's novel ""The Wonderful Wizard of Oz"" (1900).","The Wizard of Oz was one of the best fairy tales ever.  The land of Oz is a magical country first introduced in the novel, it's so exciting!",0.666666667,No,y
1147,GPT2-xlarge,nucleus,"A: Hi! Do you know Elvis Aaron Presley (January 8, 1935 – August 16, 1977) was an American singer, <br>B: Yeah! I guess I always heard of him as ""Elvis Presley"". Do you like his music? <br>A: Yeah! Regarded as one of the most significant cultural icons of the 20th century,. <br>B: Cool! Yeah I've heard a few of his songs but I don't know much about him. Do you know his most famous song was? <br>A: More so, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"". <br>B: Yeah? That's a pretty cool title. Do you know if he always played with the same band? <br>","Elvis Presley His music career began there in 1954, recording at Sun Records with producer Sam Phillips, who wanted to bring the sound of African American music to a wider audience.","Yes, he started his career at Sun Records in 1954",1.0,No,y
591,GPT2-medium,beam search,"A: Don't you love pizza delivery, when a pizzeria or pizza chain delivers a pizza straight to a customers door? <br>B: I do love pizza delivery! So convenient! <br>A: I agree, its great having a delicious Italian dish delivered within an hour, steam coming out of the box <br>B: It is perfect for last minute when you don't know what to make. <br>A: Ordering over the internet too from the comfort of your desk, and easily being able to choose topings and sides easily is also another thing I absolutely love about pizza delivery <br>B: Yes that is a perk too. You can also use an app and create and order the pizza from your phone. <br>","Pizza delivery Specialized computer software for the pizza delivery business helps determine the most efficient routes for carriers, track exact order and delivery times, manage calls and orders with PoS software, and other functions.",I love the fact that you can use specialized software to track exact delivery times and track your order,1.0,No,y
196,GPT2-large,DBS,"A: I am a big fan of education.  I think people don't realize how important it is <br>B: Sure, education is important since it facilitates learning and the acquisition of skills. <br>A: I always believed in the value of it.  Probably because I was raised my a household of teachers. <br>B: I see. Educational methods include discussion, storytelling, training, research. <br>A: Yes, all of which are essential and proven methods for reaching students.  Discussion is especially important <br>","Education Education can take place in formal or informal settings and any experience that has a formative effect on the way one thinks, feels, or acts may be considered educational.",I agree. Education can be informal or formal.,1.0,No,y
84,GPT2-medium,beam search,"A: I went to visit Dallas, TX years ago, but I'd like to go back. Ever been? <br>B: no but ive driven through dallas texas, seems like a nice city <br>A: Yes, I went as a child and we have a picture of me trying to climb the fence around the house in the show, ""Dallas"". But, I can't remember much about the actual city. <br>B: its the ninth highest population of american citites <br>A: I can see that. My aunt lived there for a long time and she really liked it. But, said it was crazy populated <br>",Dallas The city's population ranks ninth in the U.S. and third in Texas after Houston and San Antonio.,yea its the third in texas after houston and san antonio,1.0,No,y
1254,GPT2-large,nucleus,"A: my favorite color is green <br>B: That is the color between blue and yellow. <br>A: if I recall it is a secondary color since it is made up of two primary colors <br>B: Yes, I also like green cause many creatures have adapted to their environments by turning green themselves. <br>A: i wonder if green is the most common color in nature <br>","Shades of green Green is common in nature, especially in plants.",I'm not sure but green is common in nature.,0.833333333,No,y
243,GPT2-small,DBS,"A: Nagini is a name of lizard <br>B: What a cool name. I've read the Komodo dragon can reach up to 3 metres in length! <br>A: Is Komoda dragon a type of lizard specie? <br>B: It sure is, it's also known as the Komodo Monitor <br>A: Do you know how long they've been in existence? <br>","Lizard Lizards are a widespread group of squamate reptiles, with over 6,000 species, ranging across all continents except Antarctica, as well as most oceanic island chains.","I'm not sure, but there are over 6000 species of lizard.",0.833333333,No,y
394,GPT2-xlarge,beam search,"A: I absolutely love beef, it's probably one of my favorite foods! What's your favorite food to make with beef? <br>B: I don't  make it, but I love to eat it: Kobe Beef! Fancy Japanese style. Have you had it? <br>A: Yes, Kobe Beef is awesome, the taste is so invigorating! <br>B: It is! It comes from a specific breed of Wagyu cattle that is bred in Japan. Most Kobe in the United States is actually mislabeled. <br>A: Kobe beef <br>","Kobe beef These were the four wagyū breeds, the Japanese Black, the Japanese Brown, the Japanese Polled and the Japanese Shorthorn.",There are actually four different types of Kobe beef.,0.833333333,No,y
84,GPT2-large,DBS,"A: I went to visit Dallas, TX years ago, but I'd like to go back. Ever been? <br>B: no but ive driven through dallas texas, seems like a nice city <br>A: Yes, I went as a child and we have a picture of me trying to climb the fence around the house in the show, ""Dallas"". But, I can't remember much about the actual city. <br>B: its the ninth highest population of american citites <br>A: I can see that. My aunt lived there for a long time and she really liked it. But, said it was crazy populated <br>",Dallas The city's population ranks ninth in the U.S. and third in Texas after Houston and San Antonio.,yea its the third biggest city in texas after houston and san antonio,1.0,No,y
