conv_index,dial_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
1321,7,GPT2-small,DBS,"A: Green is a color between blue and yellow on the spectrum <br>B: What two colors make green? <br>A: A combination of yellow and blue, or cyan. <br>B: I see. I think it is wonderful how many colors can be made from just the basic colors. <br>A: Its been around since he middles ages as well, it was associated with merchants and bankers. <br>B: Wow. How did the merchants get involved in such an intricate process. <br>","There is often trouble remembering certain events, beyond what would be explained by ordinary forgetfulness.","I am not sure, but I do know that there is a lot of trouble remembering events beyond what is explained.",,,n
885,1,GPT2-xlarge,DBS,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Much of the climate is tropical, with the south being relatively temperate.",The climate in New Zealand is tropical.,,,n
597,1,GPT2-xlarge,DBS,"A: I grew up with 8 older siblings, pretty crazy right? I think it has something to do with a fertility factor, but I have no idea what that is really, can you explain it? <br>B: Whoa 8!!! Fertility factor has to do with how likely a person is to have children. <br>A: Oh I see, I guess my mother had quite a high fertility factor then. <br>B: Yes she did.  Fertility factors  is based on a lot of things. <br>A: Alright, can you elaborate on what some of those things are? <br>","Support can come from many sources, such as family, friends, pets, neighbors, coworkers, organizations, etc.","I'm not really sure, but support can come in many forms.",,,n
766,1,GPT2-large,beam search,A: Horse training is interesting. It can cause a horse to do incredible things! <br>B: I've trained horses to help my family with farm work before <br>A: That's great. Were they tame or did they race? <br>B: Tame horses and wild horses both race. <br>A: That's cool. Did any of your horses win any races? <br>,"A cowboy is an animal herder who tends cattle on ranches in North America, traditionally on horseback, and often performs a multitude of other ranch-related tasks.","I'm not sure, but I do know that a cowboy is a herder that herds cattle.",,,n
453,1,GPT2-xlarge,nucleus,"A: Im really harsh with my inner critical voice. <br>B: Oh that sounds terrible... Why is that? <br>A: I just have low self esteem and have trouble dealing with my depression. <br>B: Do you take like medication for it? Its much more common then you would think <br>A: No, my main approach has been working with an inncer critic psychotherapists. <br>B: Oh okay, Im not sure what that is <br>","Raymond Hamden, doctor of Clinical and Forensic Psychology, defines the purpose of method acting as “compartmentalizing their own feelings while playing another character [so] they could bring the emotions of that personal feeling to cry if they needed to with that character.”  However, when these emotions are not compartmentalized, they can encroach on other facets of life, often seeming to disrupt the actor’s psyche.","I just wanted to give you a little insight on the profession, its a lot like a psychiatrist.",,,n
1207,1,GPT2-large,beam search,"A: I drink protein powder with nothing but water <br>B: Really? Have you ever tried fish protein powder? Sounds gross, but its made for humans to drink. <br>A: Does it smells and taste good. Maybe I could give it a trial. I am trying to gain muscles here <br>B: I'm not sure? I do know it is put through a vigorous sanitation process.  It has to meet certain purity and functional aspects to be considered food grade. <br>A: Do you know the process it go through to be made <br>",Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,"I am not sure, but it is designed to last for a long time.",,,n
490,1,GPT2-large,DBS,"A: Hello, do you like puzzles? I enjoy crossword puzzles! <br>B: Yes I do. But I never seem to be able to think of all the words. <br>A: Well, you should try the cryptic crosswords. Each word is it's own puzzle. SO FUN! <br>B: Wow tell me more about this puzzle. Sounds interesting! <br>A: What's awesome about cryptic crosswords is they are usually called ""setters"" in the UK. <br>B: Oh I have to know why. I would like to know how to do this puzzle. <br>","Often a list of the hidden words is provided, but more challenging puzzles may let the player figure them out.",You can use the clues to figure out what the hidden word is.,,,n
1321,9,GPT2-small,nucleus,"A: Green is a color between blue and yellow on the spectrum <br>B: What two colors make green? <br>A: A combination of yellow and blue, or cyan. <br>B: I see. I think it is wonderful how many colors can be made from just the basic colors. <br>A: Its been around since he middles ages as well, it was associated with merchants and bankers. <br>B: Wow. How did the merchants get involved in such an intricate process. <br>","There is often trouble remembering certain events, beyond what would be explained by ordinary forgetfulness.","Well it is known that people often forget certain events, beyond what would be explained by ordinary forgetfulness",,,n
196,4,GPT2-small,beam search,"A: I am a big fan of education.  I think people don't realize how important it is <br>B: Sure, education is important since it facilitates learning and the acquisition of skills. <br>A: I always believed in the value of it.  Probably because I was raised my a household of teachers. <br>B: I see. Educational methods include discussion, storytelling, training, research. <br>A: Yes, all of which are essential and proven methods for reaching students.  Discussion is especially important <br>",A rough translation of it is to learn something new every day: the concept of Jemande personifies general knowledge.,"Yes, it is important to learn new things every day as well.",,,n
1079,1,GPT2-small,beam search,"A: I was a huge fan of Nirvana and Kurt Cobain when I was younger. <br>B: Oh I still like Nirvana, Kurt Cobain's middle name was Donald! <br>A: I never knew that. I was so sad when he died. Seems like so long ago. Do you remember what year that was? <br>B: I do! Kurt Donald Cobain was born in 1967 and lived until 1994 <br>A: Oh wow. Longer ago than I realized. So unfortunate that he ended his own life. <br>",The early part of his life was spent in Aberdeen and he graduated from the University of Aberdeen.,I'm sorry to hear that. He was a big fan of the band Nirvana.,,,n
1615,1,GPT2-large,beam search,"A: My favorite color is forest green! I feel like it compliments my skin well. I feel like there has to be some cool facts to know about it, though. <br>B: Yes its one of the primary colors in the RGB color model, often used on television and computer screens. <br>A: My girlfriend always teases me about green being my favorite color.. Do me a favor, tell me the best fact you know about green, or the coolest instance of green in nature, etc. Just something to show her it's a good color to choose as your favorite. <br>B: You should know that in the Middle Ages and Renaissance, green was associated with merchants and bankers! I bet your girlfriend might be impressed by that! <br>A: Yeah.. that's kind of cool, actually. Merchants and bankers, they're good peeps. Well, what else might she not know? I don't want some common knowledge, I want the good stuff! <br>","In some cases, Hibernophilia represents an individual's preference of Irish culture to their own, or the belief that Irish culture is superior, or appreciation of Irish history.","Well, if she likes Irish culture, she might like Irish history!",,,n
61,2,GPT2-small,DBS,"A: I love to go travelling! It's my favorite! <br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles <br>A: I prefer to travel by car, but I'll fly if necessary. <br>B: Yep trvaeling for short stays before moving to a new place can be fun <br>A: Hotels are okay but if it's an extended stay I do an Airbnb. <br>","As executive producer of ""The Play of the Week"", I take a personal pride and honor in our presenting to you tonight one of the great plays of our generation, ""The Iceman Cometh"" by Eugene O'Neill.",It's a great way to spend time with friends and family,,,n
1028,4,GPT2-small,beam search,A: I really like bowling but I have not done it in awhile. Has anything changed about it? <br>B: Bowling is one of major throwing sports. It has not changed <br>A: That's cool! So I can just get started again. :) Do you know much about bowling? <br>B: I am knowledgeable. In bowling your target is to knock all pins in the lane. <br>A: Oh yeah? What happens if you don't hit any pins? <br>,A pitch that misses the strike zone is called a ball (only if batter doesn't swing).,"If you miss the ball, the ball is called ball.",,,n
1731,1,GPT2-xlarge,DBS,"A: I've never heard of dylan's candy bar have you? <br>B: Yes, Dylan's Candy Bar is a chain of candy stores In several major cities <br>A: and what is it made of though? <br>B: Its not a candy bar that is the name of a chain of candy stores owned by Dylan Lauren, Ralph Laurens daughter <br>A: oh okay I'm sorry!! I misread. How many cities is it in? <br>","The neighborhood is divided by the Miami River and is bordered by Midtown (Edgewater and Wynwood) to the north, Biscayne Bay to the east, Civic Center and Overtown to the west, and Coconut Grove to the south.",Do you have a favorite book?,,,n
1207,1,GPT2-xlarge,DBS,"A: I drink protein powder with nothing but water <br>B: Really? Have you ever tried fish protein powder? Sounds gross, but its made for humans to drink. <br>A: Does it smells and taste good. Maybe I could give it a trial. I am trying to gain muscles here <br>B: I'm not sure? I do know it is put through a vigorous sanitation process.  It has to meet certain purity and functional aspects to be considered food grade. <br>A: Do you know the process it go through to be made <br>",Sustainable sanitation is a sanitation system designed to meet certain criteria and to work well over the long-term.,"I am not sure, but I know that it is designed to work for the long term.",,,n
555,3,GPT2-small,nucleus,"A: Do you know a lot about the NBA or other athletes? <br>B: Yes! I love the NBA, I'm a big Dwyane Wade fan. What about you? <br>A: That's so cool I am too. I'm a huge Heat fan. I wish we did better this playoffs! <br>B: Yea the Miami Heat did not do very well...it has all gone downhill since LeBron left <br>A: LeBron should have stayed in Miami with D wade. That made me unhappy. He is a great player. <br>",Heat forward LeBron James was named the Finals MVP.,"He was a great player. He was the Finals MVP, he deserves it",,,n
597,1,GPT2-xlarge,beam search,"A: I grew up with 8 older siblings, pretty crazy right? I think it has something to do with a fertility factor, but I have no idea what that is really, can you explain it? <br>B: Whoa 8!!! Fertility factor has to do with how likely a person is to have children. <br>A: Oh I see, I guess my mother had quite a high fertility factor then. <br>B: Yes she did.  Fertility factors  is based on a lot of things. <br>A: Alright, can you elaborate on what some of those things are? <br>","Support can come from many sources, such as family, friends, pets, neighbors, coworkers, organizations, etc.","I'm not really sure, but support can come in many forms.",,,n
1236,4,GPT2-small,beam search,"A: I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary. <br>B: Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about? <br>A: Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences. <br>B: Fun! Do you write in it every day? It is about health food or just cooking or nutrition? <br>A: Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried. <br>B: Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff? <br>","When asked about the origin of band's name, Rekti explained, ""I was on the internet, with nothing to do, so I just had this silly thought about searching my name on Google.","I don't get paid, but I do get paid to write a lot of stuff. I like to think of myself as a writer, so that's why I get paid.",,,n
1607,1,GPT2-medium,nucleus,"A: Winter is the coldest season of the year in polar and temperate zones <br>B: I live in a frequently-cold climate, so I am experienced with the cold.  Are you? <br>A: I try to adapt to the vagaries of the weather. is caused by the axis of the Earth in that hemisphere being oriented away from the Sun. <br>B: In my area, they say ""If you don't like the weather, just wait ten minutes.""  So adaptation to vagarities is the norm. <br>A: More so,many regions, winter is associated with snow and freezing temperatures. <br>B: Yes, in my area winter has a lot of snow and freezing temperatures.  Do you have a cold winter where you are? <br>","The climate of the Arctic is characterized by long, cold winters and short, cool summers.","Not really.  I live in a region that is characterized by long cold winters and short, cool summers.",,,n
1236,1,GPT2-medium,DBS,"A: I started a blog on the World Wide Web to inform people of my life and day to day activities. It's something like a diary. <br>B: Really? That's pretty interesting. I've never had a diary or a blog. What do you like to write about? <br>A: Blogs usually cover a single subject, but mine covers a variety of topics like food and travel experiences. <br>B: Fun! Do you write in it every day? It is about health food or just cooking or nutrition? <br>A: Yes, it sometimes gets exhausting, so i'm thinking about starting a multi-author blog. That is where the content is written by multiple authors. It's mainly reviews of food I have tried. <br>B: Yes that sounds like a good idea. So you can get some help with it. Do you get paid for your blog? Like with sponsors and stuff? <br>","When asked about the origin of band's name, Rekti explained, ""I was on the internet, with nothing to do, so I just had this silly thought about searching my name on Google.","No, I just do it for fun. I don't make a lot of money off of it, but it's a great hobby.",,,n
923,1,GPT2-medium,nucleus,"A: Italian americans are very cultured. <br>B: I absolutely loved watching the Mtv Series Jersey Shore i felt that it portrayed lots of culture regarding Italian Americans. <br>A: I loved the show as well who was your favorite? <br>B: Out of the 8 housemates that spent thier summer at the Jersey Shore I would say DJ Pauly D was by far my favorite. <br>A: Pauly was a good guy, snooki was my favorite. <br>","FAVORITE ALL-AROUND FEMALE ENTERTAINER Barbara Mandrell Barbra Streisand  FAVORITE CHILDREN'S TV PROGRAM Sesame Street  FAVORITE FEMALE TV PERFORMER Linda Evans  FAVORITE TV COMEDY PROGRAM Three's Company  FAVORITE MALE PERFORMER IN A NEW TV PROGRAM Mr. T  FAVORITE TV DRAMATIC PROGRAM Hill Street Blues Dynasty  FAVORITE TV MINI-SERIES Thorn Birds  FAVORITE THEME/SONG FROM A MOTION PICTURE ""Flashdance""  FAVORITE YOUNG MOTION PICTURE PERFORMER Brooke Shields  FAVORITE FEMALE PERFORMER IN A NEW TV PROGRAM Madeline Kahn  FAVORITE MOTION PICTURE Return of the Jedi  FAVORITE MOTION PICTURE ACTRESS Meryl Streep  FAVORITE NEW TV COMEDY PROGRAM Webster  FAVORITE COUNTRY MUSIC PERFORMER Kenny Rogers  FAVORITE MOTION PICTURE ACTOR Clint Eastwood Burt Reynolds  FAVORITE NEW TV DRAMATIC PROGRAM Hotel  FAVORITE MUSIC VIDEO ""Thriller""  FAVORITE ALL-AROUND MALE ENTERTAINER Michael Jackson  FAVORITE MALE TV PERFORMER Tom Selleck  FAVORITE OVERALL NEW TV PROGRAM A-Team  FAVORITE YOUNG TV PERFORMER Emmanuel Lewis",I loved Linda Evans as well she was a great actress and I loved her role on Sesame Street.,,,n
1260,1,GPT2-medium,beam search,"A: I have a hard time being motivated and focused some times. <br>B: It's an important skill to have. It is the reason we have desires, needs, and actions. <br>A: Yeah that makes sense. Do you know of any stragies to help me focus? <br>B: I have a few things that help me, and the biggest way is positive thinking. It helps me act in a certain way, or at least want to do that thing. <br>A: That's true and makes a lot of sense. <br>","Motivation theories can be classified on a number of bases:  Motivation as a desire to perform an action is usually defined as having two parts, directional such as directed towards a positive stimulus or away from a negative one, as well as the activated ""seeking phase"" and consummatory ""liking phase"".",Motivation can be defined as wanting to perform a certain action.,,,n
893,1,GPT2-medium,beam search,"A: I love to play tennis, what about you? <br>B: Oh yes I love playing tennis and I am a big tennis fan as well. <br>A: Djokovic or Nadal? <br>B: I am a Federer fan for sure over both those guys. Agassi was my favorite and when he retired I learned to love watching Federer. <br>A: What do you think about Murray? <br>B: I think Murray is a great player he just needs to stay healthy in order to compete more. Who do you like best? <br>","The former top elder Abdu Rehman, was also valued by tribes outside Zerok for his ability to resolve complicated issues.",I think Djokovic is the best tennis player of all time.,,,n
572,7,GPT2-small,DBS,"A: I like to play outside in the sun with my dolls. Especially My Little Pony. <br>B: Hasbro developed little pony <br>A: Very true. Hasbro is a great toy company. <br>B: ""Cutie marks"" are referred as symbols <br>A: Oh really? Are they on the ponies? <br>","It features characters and settings developed by Lauren Faust, who sought to create more in-depth characters than the stereotypical ""girly"" icons used in previous iterations of the franchise.","Yes, they are.  They have a lot of great characters.",,,n
1518,3,GPT2-small,nucleus,"A: I dont like bees because they sting <br>B: me too, they are flying insects closely related to wasps and ants, known for their role in pollination <br>A: Yeah they give us honey and i like that atleast <br>B: We research says that  Bees are a monophyletic lineage within the superfamily Apoidea and are presently considered a clade, called Anthophila <br>A: Do bees have fur? <br>","They are found on all continents, except Antarctica.",They are found on all continents except Antarctica,,,n
189,1,GPT2-xlarge,nucleus,"A: Skunks are mmmals that are categorized in the Mephitidae family. <br>B: Ew, I'm not a fan of skunks! Why are those beasts so smelly and nasty? <br>A: THey are known to spray a stinky liquid that has a stinky smell. <br>B: Right! It is absolutely disgusting! Do you know why it smells so bad? There's no other animal that does that! <br>A: The skunk is historically used as an insult started 1841. <br>B: Dang, even people back in the olden days had to put up with skunks. Do you know where they typically live at? <br>",Skunk cabbage is attested from 1751; earlier skunkweed (1738).,"They are attested from 1751 and earlier, but skunkweed was found in 1738.",,,n
1538,1,GPT2-large,nucleus,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"So, Henry decides to eat as many sweets as he can from his sweet jar, although it is two days before ""Sweet Day"" when he is allowed to eat sweets.",I'm hungry now.  I guess I'll have to take my sweet jar and go get some popcorn.,,,n
1538,1,GPT2-xlarge,beam search,A: do you like popcorn? <br>B: Love it.  Especially sweet popcorn.  Aparently some strains of corn are actually cultivated specially as popping corns. <br>A: yup. that sounds good and the popping sound will be amazing to hear <br>B: I agree with you.  Experts have found that the popping of the kernels happened by people as far back as the early 19th Century! So it not just a modern day food. <br>A: yes i do agree with you.popcorn is much better than nachos. what do you say? <br>,"So, Henry decides to eat as many sweets as he can from his sweet jar, although it is two days before ""Sweet Day"" when he is allowed to eat sweets.",Nachos are good too.  But I think popcorn is better.  It is so much healthier.,,,n
61,1,GPT2-large,DBS,"A: I love to go travelling! It's my favorite! <br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles <br>A: I prefer to travel by car, but I'll fly if necessary. <br>B: Yep trvaeling for short stays before moving to a new place can be fun <br>A: Hotels are okay but if it's an extended stay I do an Airbnb. <br>","As executive producer of ""The Play of the Week"", I take a personal pride and honor in our presenting to you tonight one of the great plays of our generation, ""The Iceman Cometh"" by Eugene O'Neill.",Do you like to watch the play of the week on tv?,,,n
81,1,GPT2-medium,DBS,"A: Hi,what do you know about big farming? <br>B: Pig are primarily farmed just so they can be eaten by humans.  How sad but true. <br>A: OK,But there are some cultural and religion that detested eating pork meat .Is that true? <br>B: I think the quakers detest it in Utah.  To think in other nations thousands of pigs are housed in such terrible conditions.  I can't imagine being a pig. <br>A: Pig farming <br>",Pigs are farmed principally to be eaten (e.g.,That's true.  It's so sad.  They're farmed primarily for their meat.,,,n
591,1,GPT2-large,nucleus,"A: Don't you love pizza delivery, when a pizzeria or pizza chain delivers a pizza straight to a customers door? <br>B: I do love pizza delivery! So convenient! <br>A: I agree, its great having a delicious Italian dish delivered within an hour, steam coming out of the box <br>B: It is perfect for last minute when you don't know what to make. <br>A: Ordering over the internet too from the comfort of your desk, and easily being able to choose topings and sides easily is also another thing I absolutely love about pizza delivery <br>B: Yes that is a perk too. You can also use an app and create and order the pizza from your phone. <br>","These principles led to the creation of the official brand promise ""To serve the best pizza and make your day a little better.","I also like that you can choose to have delivery and pick up a delivery when you are not home, which is great when you are on vacation",,,n
1315,6,GPT2-small,beam search,"A: Do you like to online shop?  Do you do it a lot? <br>B: Yes I love being able to view an entire range of products easily <br>A: Same, and I like that people have not tried on the clothes before you <br>B: Yeah, I like that you just have to have a web browser <br>A: It can get expensive though, I try not to shop too often. <br>",The devices can be bought through the Google Store or at retail stores.,"I do like to shop online, but I don't have a lot of money",,,n
98,1,GPT2-small,nucleus,"A: Hi! I really love fried chicken. <br>B: I do too! It's especially best in the south, since they're the ones that made the dish itself. <br>A: I agree. I must say though I don't like to cook it myself because it makes a big mess. <br>B: Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter. <br>A: I would love to find a recipe to bake the chicken so it still is as good as fried. Have you ever heard of a good recipe for that? <br>","The Birds continued to serve real custard to dinner guests, until one evening when the egg-free custard was served instead, either by accident or design.","Yes I have! The eggs are so good and they're so good at making custard that they serve it every night, even if it's just a little different.",,,n
98,1,GPT2-xlarge,beam search,"A: Hi! I really love fried chicken. <br>B: I do too! It's especially best in the south, since they're the ones that made the dish itself. <br>A: I agree. I must say though I don't like to cook it myself because it makes a big mess. <br>B: Yeah I agree, even though its delicious the breading and frying it adds a crisp coating but makes quite the mess of grease splatter. <br>A: I would love to find a recipe to bake the chicken so it still is as good as fried. Have you ever heard of a good recipe for that? <br>","The Birds continued to serve real custard to dinner guests, until one evening when the egg-free custard was served instead, either by accident or design.","I've never heard of one, but I'm sure there's a recipe somewhere out there somewhere. I just don't know where to find it.",,,n
923,1,GPT2-medium,DBS,"A: Italian americans are very cultured. <br>B: I absolutely loved watching the Mtv Series Jersey Shore i felt that it portrayed lots of culture regarding Italian Americans. <br>A: I loved the show as well who was your favorite? <br>B: Out of the 8 housemates that spent thier summer at the Jersey Shore I would say DJ Pauly D was by far my favorite. <br>A: Pauly was a good guy, snooki was my favorite. <br>","FAVORITE ALL-AROUND FEMALE ENTERTAINER Barbara Mandrell Barbra Streisand  FAVORITE CHILDREN'S TV PROGRAM Sesame Street  FAVORITE FEMALE TV PERFORMER Linda Evans  FAVORITE TV COMEDY PROGRAM Three's Company  FAVORITE MALE PERFORMER IN A NEW TV PROGRAM Mr. T  FAVORITE TV DRAMATIC PROGRAM Hill Street Blues Dynasty  FAVORITE TV MINI-SERIES Thorn Birds  FAVORITE THEME/SONG FROM A MOTION PICTURE ""Flashdance""  FAVORITE YOUNG MOTION PICTURE PERFORMER Brooke Shields  FAVORITE FEMALE PERFORMER IN A NEW TV PROGRAM Madeline Kahn  FAVORITE MOTION PICTURE Return of the Jedi  FAVORITE MOTION PICTURE ACTRESS Meryl Streep  FAVORITE NEW TV COMEDY PROGRAM Webster  FAVORITE COUNTRY MUSIC PERFORMER Kenny Rogers  FAVORITE MOTION PICTURE ACTOR Clint Eastwood Burt Reynolds  FAVORITE NEW TV DRAMATIC PROGRAM Hotel  FAVORITE MUSIC VIDEO ""Thriller""  FAVORITE ALL-AROUND MALE ENTERTAINER Michael Jackson  FAVORITE MALE TV PERFORMER Tom Selleck  FAVORITE OVERALL NEW TV PROGRAM A-Team  FAVORITE YOUNG TV PERFORMER Emmanuel Lewis",Barbara Mandrell is my favorite all around female comedian.,,,n
48,4,GPT2-small,beam search,"A: i love dr pepper <br>B: Oh same, it's my favorite Dr Pepper is a carbonated soft drink <br>A: oh yea? its such a good soda <br>B: Oh yeah, I also like 7-Up,5 a brand of lemon-lime flavor <br>A: oh yea thats great too <br>","The U.S. Patent Office recognizes December 1, 1885, as the first time Dr Pepper was served.",Dr Pepper was first served in 1885!,,,n
1448,6,GPT2-small,DBS,"A: i love hot dogs <br>B: Me to fresh off the grill with onions, ketchup and mustard it is delicious how do you like yours? <br>A: the same <br>B: I still like hot dogs even though hot dogs are made from caribou meat in Alaska. <br>A: there's all beef hotdogs <br>","The roast beef sandwich also commonly comprises bread, cold roast beef (either the leftovers from a homemade dinner or deli meat), lettuce, tomatoes, and mustard, although it would not be uncommon to find cheese, horseradish, fresh/powdered chili pepper and even in some cases red onion.",I love all kinds of hot dogs too.  I like the bread and cold roast.,,,n
1391,1,GPT2-medium,nucleus,"A: Have you ever had candy from Dylan's Candy Bar? It's to die for! They're a chain of boutique candy shops! <br>B: I don't think I have heard of them. I should probably check them out since I love candy! <br>A: There are currently locations in New York City, East Hampton, Los Angeles, Chicago and Miami Beach! Are you by one of those locations? <br>B: Oh my, I am quite far from all these places. But I visit NYC every summer so I will check it out next time! <br>A: The flagship location is the New York City store on 60th Street and 3rd Avenue! It's considered a must-see for many tourists and celebrities! <br>B: I see, I wonder what sort of famous candy they sell to attract celebrities! <br>","She is the daughter of American fashion designer Ralph Lauren, and the owner of New York City's Dylan's Candy Bar, which claims to be the ""largest candy store in the world"".",They sell over 100 different kinds of candy. There's a lot of different kinds of candy. I love all the candy from Dylan's Candy Bar!,,,n
572,9,GPT2-small,nucleus,"A: I like to play outside in the sun with my dolls. Especially My Little Pony. <br>B: Hasbro developed little pony <br>A: Very true. Hasbro is a great toy company. <br>B: ""Cutie marks"" are referred as symbols <br>A: Oh really? Are they on the ponies? <br>","It features characters and settings developed by Lauren Faust, who sought to create more in-depth characters than the stereotypical ""girly"" icons used in previous iterations of the franchise.",Yes. They are based on characters from the franchise.,,,n
1888,1,GPT2-large,DBS,"A: Online shopping is the better experience to choose the the product on our desire. <br>B: Yes! I much prefer shopping online at home on the Internet rather than fighting crowds in an actual store. <br>A: what did you often purchase? <br>B: Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone! <br>A: yes, it includes lot of choices <br>","Other notable Amazon services on the phone included X-Ray, used for identifying and finding information about media; Mayday, the 24-hour customer service tool; and Firefly, a tool which automatically recognized text, sounds, and objects, then offering a way to buy recognized items through Amazon's online store.","I agree! I also like to use Amazon services like X-ray, Mayday and Firefly!",,,n
438,2,GPT2-small,DBS,"A: Hello, I live in Chicago. It has 9.5 million people in it, making it the third largest city in the US <br>B: i live in N.J. <br>A: Chicago is famous for its architecture. It's considered to be a very important global business center. <br>B: i never been there <br>A: Would you like to visit? If architechture doesn't interest you, there are many museums, restaurants, and other things to see. <br>B: i grew up in n.y. so i'm familiar with all that <br>",There is not enough evidence to assert what conditions gave rise to the first cities.,"Yes, there is a lot of evidence to suggest that it was the first city.",,,n
1888,4,GPT2-small,nucleus,"A: Online shopping is the better experience to choose the the product on our desire. <br>B: Yes! I much prefer shopping online at home on the Internet rather than fighting crowds in an actual store. <br>A: what did you often purchase? <br>B: Anything and everything! Housewares, clothing, electronics, you name it! I like the convenience of browsing stores on my laptop, tablet computer and smartphone! <br>A: yes, it includes lot of choices <br>","Other notable Amazon services on the phone included X-Ray, used for identifying and finding information about media; Mayday, the 24-hour customer service tool; and Firefly, a tool which automatically recognized text, sounds, and objects, then offering a way to buy recognized items through Amazon's online store.","I like to use other Amazon services, like X-Ray, which I use to identify and find information about media.",,,n
885,9,GPT2-small,DBS,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Much of the climate is tropical, with the south being relatively temperate.","Yes, the south is very temperate and the north is temperate",,,n
104,1,GPT2-large,beam search,"A: Did you ever read 1984 in school? Pretty wild how often it comes up these days as feeling relevant -- even with it having been written in 1949 by Orwell. <br>B: Never heard of it. What is it about? <br>A: Well, it's the definition of dystopia. A society ruled by a privileged, elite party that persecutes individualism and independent thinking, which are regarded as ""thoughtcrimes"". <br>B: That sounds very interesting. I will have to check that out. <br>A: You'll suddenly realize *all* the references we have to it in popular culture. 1984 had the ""Thought Police"" that persecuted the ""thoughtcrimes"" -- and maybe you've heard Cheap Trick's song ""Dream Police""? That's just one example of influence. <br>B: That is very cool. I would love to hear more. <br>","James and his team developed the series as a study on the concept fame, and more specifically ""world fame"".","If you're interested in the concept of fame, you should check out ""World Fame"" by James Cameron. It's a great movie!",,,n
196,1,GPT2-xlarge,beam search,"A: I am a big fan of education.  I think people don't realize how important it is <br>B: Sure, education is important since it facilitates learning and the acquisition of skills. <br>A: I always believed in the value of it.  Probably because I was raised my a household of teachers. <br>B: I see. Educational methods include discussion, storytelling, training, research. <br>A: Yes, all of which are essential and proven methods for reaching students.  Discussion is especially important <br>",A rough translation of it is to learn something new every day: the concept of Jemande personifies general knowledge.,"Yes, it is also important to learn new things every day.",,,n
749,7,GPT2-small,beam search,A: I love spicy foods that kick is what makes the food great. <br>B: I agree. I love the way spices make my food taste. <br>A: What is your favorite spice to put in your foods? <br>B: Curry! Found in many Indian dishes. It comes from the curry leaves. <br>A: I love curry shrimp so good I love habaneros  its a dry chili pepper super hot but good on wings lol. <br>,"English muffins are also used as the bread in a variety of breakfast sandwiches, and are an essential ingredient in Eggs Benedict and most of its variations.",Me too! I like to use English muffins to make breakfast sandwiches.,,,n
885,8,GPT2-small,nucleus,"A: I love my pet parrot.  He is so funny to talk to. <br>B: I love them as much too. There are roughly 393 species in 92 genera <br>A: 393 species?!?!?!?!?  Can they all learn to talk? <br>B: yes, they are in 3 catergories, the true"" parrots, cockatoos and lastly New Zealand parrots <br>A: That's interesting.  I just love the way they can speak.  It makes them a little bit more personal than other pets. <br>","Much of the climate is tropical, with the south being relatively temperate.","Yes, I know.  There are tropical parts of the world but there is also the south and north being temperate",,,n
61,1,GPT2-medium,beam search,"A: I love to go travelling! It's my favorite! <br>B: trvaeling is very fun be it by bicycles, trians, cars, and planes or boats buses, or automobiles <br>A: I prefer to travel by car, but I'll fly if necessary. <br>B: Yep trvaeling for short stays before moving to a new place can be fun <br>A: Hotels are okay but if it's an extended stay I do an Airbnb. <br>","As executive producer of ""The Play of the Week"", I take a personal pride and honor in our presenting to you tonight one of the great plays of our generation, ""The Iceman Cometh"" by Eugene O'Neill.",The play of the week is one of my favorites,,,n
