conv_index,model_type,decoding,context,knowledge,response,Avg Factual Correctness,Hallucination,Verifiable
481,GPT2-small,nucleus,"A: Are you a fan of Guns N' Roses?<br>B: Not really a big fan. Are you? They are an American hard rock band originally from California. <br>A: I'm not really a fan either. When did they form?<br>B: They formed in 1985, from Los Angeles!<br>A: Interesting, for some reason I thought they had been around since the 60s or 70s.<br>","Guns N' Roses The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.","Yeah, they had a lot of different members. Axl Rose and Slash were also in the lineup.",0.5,No,n
482,GPT2-small,nucleus,"A: Hey! I enjoy Elvis music, do you like his music?<br>B: Yes, I love to listen his music. He was not just a singer, he was an actor too.<br>A: Oh, I didn't know that! Do you know any movies he acted in?<br>B: Have you heard of Jailhouse Rock 1957? Elvis's career as a singer  began there in 1954.<br>A: Yes! I didnt Know he was in that movie.<br>","Jailhouse Rock (song) ""Jailhouse Rock"" is a song written by Jerry Leiber and Mike Stoller that first became a hit for Elvis Presley.","Yes, he was in jailhouse rock.",0.83,No,n
483,GPT2-small,nucleus,"A: Hey. Are you caught up on the walking dead?<br>B: Hey there! I am! A lot of it actually takes place around Atlanta Georgia?<br>A: Ya I actually used to only live like an hour from the set<br>B: Oh thats nice!  What town around the ""New South"" did you live?<br>A: I lived in Carrollton. Also got to meet some of the cast at a toy store opening in Newnan.<br>","List of Toy Story characters Voiced by:  Sheriff Woody Pride is a 1950s old traditional pull string cowboy doll, and Andy's favorite toy.",Awesome!  Did you see any of the characters from the 1950s old traditional pull string cowboy doll?,0.0,No,n
484,GPT2-small,nucleus,"A: I think accounting is a very interesting profession, accounting is called the language of business<br>B: I think accounting is interesting as well.  My grandpa was a chartered accountant who had his own practice.  I remember going to his office as a child watching him add everything with a pencil and calculator.  Time sure have changed, computers have replaced a lot of accountants.<br>A: I suppose it is more accurate now, but sometimes I think the old ways of measuring the results and activities of business is better with pen and paper<br>B: More time consuming  ... i wonder if the increased labour costs outweigh the lack of scrutiny over the 'books'. <br>A: the term accounting and financial have been used as synonyms, but accounting can be divided into a few different fields<br>B: What are the different fields?<br>","Accounting Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.","accounting, management accounting, external auditing, tax accounting and cost accounting.",0.5,No,y
485,GPT2-small,nucleus,"A: I started learning Japanese a couple of years ago<br>B: There does not seem to be a lot of history on Japanese language or even a date it first appeared.<br>A: I know I homeschooled my daughter and she was very interested, we learned to speak some together<br>B: Is it very difficult to learn as a second language?<br>A: For me it is really hard, especially Japanese, my daughter was much better at it, ut I tried<br>","Japanese language Japanese is an agglutinative, mora-timed language with simple phonotactics, a pure vowel system, phonemic vowel and consonant length, and a lexically significant pitch-accent.","It is very difficult to learn Japanese, it is an agglutinative, mora-timed language with simple phonotactics, a pure vowel system, phonemic vowel system.",0.67,No,y
486,GPT2-small,nucleus,A: my friend wanted to be a paramedic<br>B: I wouldn't want to be EMS on 911 calls.  The scenes would haunt you for life.<br>A: yea thats why my friend quit<br>B: I imagine it is not as bad not that there is enchanced 911 so paramedics only have to go to the calls they are absolutely neccessary for <br>A: oh yea really?<br>,"Winnipeg Fire Paramedic Service WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",I know that the Winnipeg Fire Department has two divisions and they have the Winnipeg Emergency Medical Services.,1.0,No,y
487,GPT2-small,nucleus,"A: Hi, do you have any advice on how to stay motived?<br>B: For me Motivation is a word that is part of the popular culture as few other psychological concepts are, so you have to find your own ways to motivate yourself<br>A: Hmm, okay I see what you mean. What do you do to stay motivated when you have to do a rather mundane task? <br>B: Motivation as a desire to perform an action that you rather not, so you need to find the reason why, and hopefully change your mind :D<br>A: Ahh I see, so if I find a suitable reason why I should do a task I will find motivation easier. That sounds good to me. :)<br>","Motivation The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.","The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorofrontal cortex",1.0,No,y
488,GPT2-small,nucleus,"A: One of my favorite things to eat at the ball park is a hot dog. Do you like them as well?<br>B: Meh. (Not to yuck your yum!) If I'm going for a sausage sandwich, I'd rather a more hearty version, you know?<br>A: I understand. I prefer kosher all-beef franks that are steamed. I love to add onions, mustard, and relish.<br>B: *Exactly*. Quality counts! I do remember loving chili dogs as a kid -- chili, cheese...but no onions!<br>A: It isn't a dog to me without onions. One thing I will never put on a weiner is ketchup.<br>","Hot dog variations It is a hot dog wrapped in mesquite-smoked bacon, cooked on a grill or on a griddle or comal, then topped with pinto beans, onions, tomatoes, mayonnaise, mustard and jalapeño salsa or sauce, and served on a bolillo roll, often with a side of fresh-roasted chili pepper.","I'd rather not put ketchup on a hot dog, but I like to stick to the traditional flavor of the hot dog.",0.0,Yes,y
489,GPT2-small,nucleus,"A: I used to bowl all of the time when I was younger<br>B: I still do, sometimes as a sport or leisure activity.<br>A: are you on a team, my dad was always on a bowling team when I was growing up<br>B: Usually i just play with a friend and the pins are knocked down every time I play!<br>A: I always liked to bowl but was never very good at it, I am good at Wii bowling lol!!<br>","Bowling The maximum score is 300, which is achieved by getting 12 strikes in a row.","I do like it, although it has a better score of 300.",0.5,Yes,y
490,GPT2-small,nucleus,"A: Do you like rock music? I love to jam out to classics from the 80s, like Guns N' Roses!<br>B: Born in the late 70s so didn't really start to appreciate music until the 1990s onwards. Loved Dave Matthews Band<br>A: I was never a big fan of the Dave Matthews Band, but I actually really dig some of his solo performances.<br>B: Fave 1990s rock song of all is Bitter Sweet SYmphony by the Verve. Loved older classics like Bohemian Raphody by queen <br>A: I was so excited when The Verve reformed, but it's too bad they couldn't keep it together for very long.<br>B: True. I also was into 'angry female' rock tha tis anything ALanis Morissette like Ironic I still have to sing along to 4 Non Blonds. Remember them?<br>","Ironic (song) However, some have argued that it does match what is known as situational irony.","I am sure you are! I love how much the band is attuned to situational irony, so I could probably sing along to a few other songs.",0.0,Yes,n
492,GPT2-small,nucleus,"A: Look, hotdogs are my favourite!<br>B: I feel you, nothing like a good frankfurter, I love them fired up over a grill and with BBQ sauce.<br>A: YUMMMM!  <br>B: I've just recently learned that corn dogs and pigs in a blanket are hot dog variants. I thought they were jump similar foods.<br>A: No way!!! I would have never guessed! Hey, do you know where the hot dog originated?<br>","Hot dog This type of sausage was culturally imported from Germany and popularized in the United States, where it became a working-class street food sold at hot dog stands and carts.",I'm not sure but it was used in the US and Germany as a working class street food.,1.0,No,y
493,GPT2-small,nucleus,"A: i love hunting where i get to practice killing or trapping animals.. i love the hunt of it<br>B: I love hunting too!<br>A: hunting down wildlife or feral animals is mostly done for sport, food, recreation and to remove predators that are dangerous to humans or domestic animals<br>B: What kind of animals do you like to hunt?<br>A: well i like fishing, catch and release, or catching for food is always nice and relaxing<br>B: Fishing is fun but can take some time<br>","Hunting It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.","it is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing animals",1.0,No,y
494,GPT2-small,nucleus,"A: I'm a big fan of the TV show The Walking Dead. Have you seen it?<br>B: I have! I really enjoy it too! Neegan is scary!<br>A: Yeah, it really surprised me to learn that it was based on a comic book series!<br>B: A comic? I had no idea! I don't care for comics much, but my nephew loves them!<br>A: Yep, the comics it was based on were written by Robert Kirkman, who also has a lot of control over the TV show and has written several episodes.<br>B: That's awesome! I love when the original writers influence the tv shows/movies!<br>",The Walking Dead (comic book) The Walking Dead is an ongoing black-and-white comic book series created by writer Robert Kirkman and artist Tony Moore.,"Yes, I know! I'm really into The Walking Dead. I like how the creator Robert Kirkman and artist Tony Moore have created a black and white comic book series.",1.0,No,y
495,GPT2-small,nucleus,"A: I personally think bowling is a great game for competition and for recreational play. Do you ever bowl?<br>B: I do sometimes! It's fun and relaxing to play a game where you can lob a ball down an aisle and knock down a bunch of pins. <br>A: I am very excited that I get to take a summer bowling course for PE next summer in college. I get coaching, and 2 hours of bowling a day. Should get good at it!<br>B: I need to take a class. I would like to be able to knock down all the pins at once and get a strike, or at least knock them down in two tries and get a spare. <br>A: Yeah, as of now I usually bowl 85-120. I am far from good. Do you typically go for practice, or with friends/family when going?<br>","Bowling The maximum score is 300, which is achieved by getting 12 strikes in a row.","I do go to practice often. I try to do the maximum score of 300. I also try to hit a few more strikes, but I can't get enough.",0.5,No,y
496,GPT2-small,nucleus,"A: I love skiing, I would love to be a competitive skier, what can you tell me about the sport?<br>B: that's awesome! I love skiing! It can be a means of transportation , arecreational activity \3262+<br>A: Do you have any idea about the history of the sport? What year it started and where?<br>B: Skiing has a history of almost five millenia! Can you believe that?<br>A: That's amazing. I sometimes wonder why It's not as popular as football, basketball and the rest though. It's an amazing sport<br>",Skiing Early skiers used one long pole or spear.,early skiers used one long pole or spear,1.0,No,y
497,GPT2-small,nucleus,"A: Full confession that's both embarrassing but makes for a great story: I met my wife at a Nickelback concert.<br>B: I think that is really awesome! At first I didnt know this, but they are a Canadian band! From Alberta!<br>A: But they've also become a bit of a punchline! Not that it matters to me though -- it makes for a great story! Do you know them?<br>B: Yes I know, teen girls went crazy, including me, I grew up listening to them. They sold more then 50 million albums worldwide!<br>A: But now...? I was actually at that concert because a buddy dragged me to it. But it ended up with a good ending, given I met my wife!<br>","Nickelback ""Billboard"" ranks them the most successful rock group of the decade; their song ""How You Remind Me"" was listed as the best-selling rock song of the decade and the fourth best-selling of the decade.","Wow, that was such a good ending! I loved ""How You Remind Me"" too!",1.0,No,y
498,GPT2-small,nucleus,"A: Hello! I love visiting national parks. You?<br>B: Yes, me too! I also love Canadian National Parks, which are protected<br>A: Canada is fantastic! I wish I lived there instead of the U.S.. I wish we did a better job of protecting our parks.<br>B: Have you ever visited a National Park? I have visited Banff in Canada, the first National Park<br>A: That sounds beautiful! I have been to The Grand Canyon and Yellowstone. Both were really great. Have you ever visited any in the United States?<br>","Yellowstone National Park Yellowstone National Park is a national park located in the U.S. states of Wyoming, Montana, and Idaho.","No, but I've been to Yellowstone National Park, which is located in the U.S. states of Wyoming, Montana, and Idaho.",1.0,No,y
0,GPT2-small,nucleus,"A: Hi, I am a single parent. I live alone with my children. Do you know any single parents?<br>B: Yes, my younger brother is a single parent.  He had a lot of trouble getting his kids out of a bad situation, but thanks to the Father's Rights Movement, he finally succeeded. <br>A: That is great to hear. Single dads are much more frequent than they used to be. I am glad that the legal system is recognizing we are just as capable as females, lol.<br>B: Yes, father's are just as capable as parents.  I know I am a great parent to my children, but I am blessed that they also have a great mother.<br>A: My kids also spend time with their mother. We have joint custody so they switch between our houses. They are doing great!<br>","Joint custody Joint custody has two main forms: In joint custody both parents are custodial parents and neither parent is a non-custodial parent, or, in other words, the child has two custodial parents.","Yeah, we also have joint custody when our kids go to school, but we are both non-custodial parents and neither parent is a non-custodial parent.  I",0.17,No,y
1,GPT2-small,nucleus,"A: An aquarium is a vivarium of any size having at least one transparent side <br>B: What is a vivarium? I've never heard that term before.<br>A: They used for keeping plants or animals <br>B: Oh, ok. I have always wanted a fish aquarium, but it seems like a lot of work.<br>A: Fish keepers use aquaria to keep fish<br>B: I had a guinea pig one time that I kept in an aquarium. Maybe someday I will have a fish aquarium for my grandchildren. They might like that.<br>","Aquarium The aquarium principle was fully developed in 1850 by the chemist Robert Warington, who explained that plants added to water in a container would give off enough oxygen to support animals, so long as the numbers of animals did not grow too large.",It was developed in 1850 by Robert Warington.,1.0,No,n
2,GPT2-small,nucleus,"A: How do you feel about rock music as a genre?<br>B: I am not a huge fan, but I can listen to some. What about yourself?<br>A: I like progressive rock a ton, I'm a spastic person so I like music that changes it up constantly, you may hear 100 different motifs in a progressive rock song vs a traditional rock song which may have 1 or 2<br>B: Really? That is actually quite interesting when you present it in that matter. Could you perhaps go in depth about what a motif is. I've heard of it, but not familiar.<br>A: A motif is basically like an idea, so if I wanted to paint you a picture of an ocean so that you could interpret it as an ocean, I would paint it blue, blue would be the motif in that case<br>B: Ohhh alright. That's pretty cool. Definitely wouldn't have guessed that's what it was. Is progressive rock the only rock that has that many motifs.<br>","Dream Theater Dream Theater is an American progressive metal band formed in 1985 under the name Majesty by John Petrucci, John Myung and Mike Portnoy while they attended Berklee College of Music in Boston, Massachusetts.",It is!  It's pretty interesting.  It's a progressive metal band formed in 1985 under the name Majesty by John Petrucci,0.67,No,y
3,GPT2-small,nucleus,"A: I love going for hikes in nature for exercise.<br>B: It is one of my favorite hobbies as well, Hiking is the preferred term, in Canada and the United States<br>A: What do they call it elsewhere?<br>B: in the United Kingdom, and the Republic of Ireland, the word ""walking"" is acceptable to describe ""all forms"" of walking<br>A: Well that's interesting, but seems like it could get confusing! I bet humans have been hiking ever since we could walk though!<br>","Hiking The term bushwalking is endemic to Australia, having been adopted by the Sydney Bush Walkers club in 1927.","The term bushwalking is endemic to Australia, having been adopted by the Sydney Bush Walkers club in 1927",1.0,No,y
4,GPT2-small,nucleus,"A: I just ate lunch and had some really good fries. <br>B: Nice, always good, even with different names like chips, as they call them in British English.<br>A: I wish I didn't like them. They are pretty high in carbs. They seem to be good just about any way you make them. except soggy maybe , and cold<br>B: Yes,  prefer to eat less carbs, but when I eat them I prefer them alone sauce instead of ketchup, as they are usually served.<br>A: I guess you get the full flavor that way. Ketchup and potato chips go well together too. I like the crinkle cut fries too.<br>","French fries Fries can be topped more heavily, as in the dishes of poutine and chili cheese fries.",I like poutine and chili cheese fries too.,0.25,No,n
5,GPT2-small,nucleus,"A: I recently learned about a drink called an ""appletini."" It consists of vodka and some apple component - like juice or liqueur.<br>B: That sounds very delicious! Apples are one of my favorite things, and vodka too! Are there any drinks you enjoy?<br>A: I like a good Bloody Mary because of all of the savory spices and flavorings added in. How about you?<br>B: I really enjoy a rum and coke. I can't stand Bloody Marys myself, I'm not a big fan of tomatoes. They're better in salsa!<br>A: Ah, and I'm no fan of Rum and Coke! My apologies to Cuba, where the drink originated, it just doesn't do it for me...<br>B: If everybody liked the same things the world would be such a dull place. I'm glad our differences can make the world interesting.<br>","List of coffee drinks All coffee drinks are based on either coffee or espresso, in different strengths; some drinks have milk or cream added, some use steamed milk, cream, plant based milk, or foamed milk, some have flavorings or sweeteners, some have alcoholic liqueurs added, some are combinations of coffee with espresso or tea.","I agree, and I'm sure you'd enjoy a good cup of coffee!",0.0,No,n
6,GPT2-small,nucleus,"A: Cant wait for another christmas in a couple of months from now.Christmas is an annual festival commemorating the birth of Jesus Christ, observed primarily on December 25 as a religious and cultural celebration <br>B: Christmas is my favorite time of the year! I just love having a big tree, decorating the house with lights, hanging stockings, wrapping gifts, and the anticipation from my children of Santa coming.<br>A: Yeah the special gifts from santa Claus, also known as Saint Nicholas, Kris Kringle, Father Christmas, or simply Santa, is a legendary figure originating in Western Christian.<br>B: Do you know the time period that Santa Claus orginated?<br>A: modern Santa Claus grew out of traditions surrounding the historical Saint Nicholas (a fourth-century Greek bishop and gift-giver of Myra), the British figure of Father Christmas <br>B: It is crazy to think of how long Santa Claus has been around. Does he always ride on a sleigh to deliver gifts?<br>","Christmas Christmas Day is a public holiday in many of the world's nations, is celebrated religiously by a majority of Christians, as well as culturally by many non-Christians, and forms an integral part of the holiday season centered around it.","Yes, he rides on a sleigh, as well as the christian holiday of Christmas.",0.33,Yes,y
7,GPT2-small,nucleus,"A: Do you like the flavor vanilla? It's my favorite ice cream flavor. It comes from a Mexican plant species.<br>B: Yes!  Vanilla gets a bad reputation as being a ""bland"" and ""boring"" flavor, but it's the basis for a lot of other flavors and mix-ins.<br>A: Yes, absolutely. It's a very subtle flavor that is rich at the same time, if that makes sense. The word vanilla comes from Spanish ""vaina"" which means ""little pod"".<br>B: Yeah that little pod contains the black seeds that contain all the flavor.  Alton Brown showed me on his show how to extract vanilla from the pod.<br>A: Apparently that is done by macerating and percolating the vanilla pods. You put it in a solution of water and ethanol.<br>B: Such an intense process, right!  Just so people can dismiss the flavor as ""boring.""  Anyway, have you ever tried vanilla in couscous?  It's usually used in ice cream, but vanilla can make an interesting desert couscous.<br>","Couscous Couscous ( ' ; ') is a Maghrebi dish of small (about 3mm diameter) steamed balls of crushed durum wheat semolina, usually served with a stew spooned on top.","Yes, I have.  I love the texture of couscous, which is made with crushed ginger and minced garlic.",0.0,Yes,y
8,GPT2-small,nucleus,"A: I like to bake pecan pie it is east to make with pecans, eggs, butter, and sugar<br>B: Im allergic to pecans, unfortunately i cant eat those. i love apple pies though! those are deliciosu!<br>A: that is terrible apple pie is so tart<br>B: What other flavors of pie are there?<br>A: Well I mainly make pecan because it is so delicious and usually includes vanilla, and salt to balance the taste <br>B: i didnt know vanilla was added into it<br>","Pecan pie Pecan pie is often served with whipped cream, vanilla ice cream, or hard sauce.","Oh thats interesting! I love Pecan pie, it is often served with whipped cream, vanilla ice cream, or hard sauce.",1.0,No,y
9,GPT2-small,nucleus,"A: I love ice cream, the sweetened frozen food eaten as a snack or dessert.<br>B: What flavour?<br>A: Vanilla is my favorite, and made from milk and cream, as is usually done.<br>B: Mine is strawberry<br>A: Really, that has never been one of my favorites.  And do you prefer it sweetened with sugar or sugar substitutes?<br>B: Both preferred! What's the earliest history of ice cream?<br>",Ice cream The mixture is stirred to incorporate air spaces and cooled below the freezing point of water to prevent detectable ice crystals from forming.,"I am not sure, but I do know that the mixture is stirred to incorporate air spaces and cooled below the freezing point of water to prevent detectable ice crystals from forming.",1.0,No,y
10,GPT2-small,nucleus,"A: Parenting sure is hard, the difficulties of raising a child is a big responsibility.<br>B: Oh, yes I can imagine. I see how stresses out parents can get. <br>A: Yeah I'm really concerned with such a wide skill level of parents, I really want to be referred to as a good parent.<br>B: There is so much to learn online and there are thousands of books on Amazon to help you out. I think though that we inherently know how to raise our own children though. <br>A: Yeah I am even more concerned even If i do everything right how can I protect them from the harm government and society may have on them.<br>B: That is a hard one indeed. This is for sure a reason I don't think I want to bring a child into this world myself. It is a scary place out there these days. It sure has changed from the old days.<br>","Parenting In many cases, orphaned or abandoned children receive parental care from non-parent blood relations.","yes, orphaned or abandoned children receive parental care from non-parent blood relations.",1.0,No,y
11,GPT2-small,nucleus,"A: I have social anxiety. Do you know anything about that?<br>B: Yes, i used to have social anxiety. It can be defined as nervousness in social situations <br>A: I definitely get nervous around lots of people. How did you overcome your social anxiety? <br>B: Nearly 90% of people report feeling a form of social anxiety at some point in there lives. I find that mediation helped a lot since it helps you look at like through a different perspective <br>A: Meditation can be really helpful. I've done it before, but sometimes I have trouble making time for it. Are there any specific types of meditation to try? <br>",Mediation All participants in mediation are encouraged to actively participate in the process.,Well I know that all participants in mediation are encouraged to actively participate in the process.,1.0,No,y
12,GPT2-small,nucleus,"A: I play a lot of video games, especially Overwatch. It is a first-person shooter video game.<br>B: i have heard about Overwatch but never played it .<br>A: It is released by Blizzard Entertainment.<br>B: good ol' Blizzard, they do come out with good games<br>A: They started on February 8,1991 using the name Silicon and Synapse.<br>B: do you know what was their first game?<br>","Blizzard Entertainment The company originally concentrated on the creation of game ports for other studios before beginning development of their own software in 1993 with games like ""Rock n' Roll Racing"" and ""The Lost Vikings"".",The first game was released in 1993.,0.5,No,n
13,GPT2-small,nucleus,"A: Hey there. Have you ever thought about where chocolate comes from?<br>B: I haven't, but I bet it is fascinating. Would you mind telling me more?<br>A: Of course! its comes from the Cacao bean in Mesoamerica. <br>B: wow, where is mesoamerica? <br>A: Mesoamerica is between Mexico and south america. Also known as central america. <br>B: really? And is chocolate a big deal in central america?<br>","Mesoamerica Mesoamerica is an important historical region and cultural area in the Americas, extending from approximately central Mexico through Belize, Guatemala, El Salvador, Honduras, Nicaragua, and northern Costa Rica, and within which pre-Columbian societies flourished before the Spanish colonization of the Americas in the 15th and 16th centuries.",yes and it is one of the most important historical regions in the Americas.,0.67,No,n
14,GPT2-small,nucleus,"A: I've always been interested in American literature.  I find the culture and writing styles very different from other countries.  Are you knowledgeable in American literature?<br>B: I know that it began in America as part of the broader tradition of English literature.  It is greatly influenced by English Literature.<br>A: For example, it's influenced by Shakespeare and various writers from his time?  If so, what is the difference between American literature and English literature?<br>B: I believe it was very similar until the late 18th and early 19th centuries when the nation's first novels were published.  These writings were more unique for American Literature.<br>A: What were the novels called that were published?  I would be interested to read them to see what difference between the two.<br>","American literature An early example is William Hill Brown's ""The Power of Sympathy"" published in 1791.","The first novel was published in 1791, but the later ones were published in the late 19th century.",0.17,Yes,n
16,GPT2-small,nucleus,"A: Don't do much skiing these days, but used to. We would go alpine skiing - sliding down hills on skis - great fun. Do you ski?<br>B: no I dread it, kind of a phobia <br>A: It really is great fun. You take a ski lift up the hill as you can't walk properly on fixed skis. Then you whiz down the hill! You could try cross-country skiing - that's easier.<br>B: So how do I learn how to ski? <br>A: Well, alpine skiing is usually practiced at resorts. They provide ski lifts, first aid, restaurants and ski instructors. The instructors would teach you the basics of skiing.<br>B: Is skiing  a sporting event? <br>",Alpine skiing Alpine skiing has been an event at the Winter Olympic Games since 1936 (except for the 1940 games).,"Yes, skiing has been an event at the Winter Olympic Games since 1936 - except for the 1940 games",1.0,No,y
17,GPT2-small,nucleus,"A: Sewing can be dated back to the Paleolithic Age. And I'm still not good at it! Do you sew?<br>B: i do. i'm actually pretty good at it. i made some clothes for my baby<br>A: Wow, that's impressive. Before the invention of the sewing machine all sewing was done by hand, which is how I was taught when a child.<br>B: me too! I still prefer sewing by hand even though i have a sewing machine. when was sewing machines invented?<br>A: The first ones appeared in the 19th century and mass production in the 20th century made them popular.<br>B: so pretty recent! I love Brother sewing machines <br>","Brother Industries Brother's history began in 1908 when the Yasui Sewing Machine Co. was established in Nagoya, Japan.",They started in 1908. Brother's history began in Japan in 1908.,1.0,No,y
18,GPT2-small,nucleus,A: I love kayaking across our lake.  Do you like that?<br>B: I have never been kayaking but I would like to?  Is it the same as canoeing?<br>A: No  the sitting position of the person is different and there is a different number of blades on the paddle<br>B: Oh ok.  Where would be the best place for kayaking?  <br>A: The original point of the kayak was for hunting and fishing and was popular in Alaska<br>B: Oooohh Alaska!! I would love to go there. Have you ever been to Alaska?  I'm surprised that it originated there.<br>,Alaska Alaska () is a U.S. state located in the northwest extremity of North America.,I have never been there.  I would love to go there but I am unsure if I could make it to the state.,0.0,No,n
19,GPT2-small,nucleus,"A: I don't know much about radiology, but one of my cousins is a radiologist. It must take a lot of studying to qualify to do that job.<br>B: Radiology is basically science that uses medical imaging.<br>A: You mean like x-rays? I've had plenty of those - broken hip.<br>B: Well there are a variety of imaging techniques, and one is x-ray.<br>A: What other forms of imaging techniques does a radiologist use?<br>","Radiology A variety of imaging techniques such as X-ray radiography, ultrasound, computed tomography (CT), nuclear medicine including positron emission tomography (PET), and magnetic resonance imaging (MRI) are used to diagnose and/or treat diseases.","Well, there is ultrasound, computed tomography, and nuclear medicine.",1.0,No,y
20,GPT2-small,nucleus,"A: My favorite food is spicy. I like it hot!<br>B: Me too!, I like spices because many have great antimicrobial properties.That means they kill germs! <br>A: I didn't know that. <br>B: Yep and even the Egyptians used herbs and spices for mummification, their demand for exotic spices and herbs helped stimulate world trade even to this very day.<br>A: Oh yeah, back in the day spices were essential to good tasting food<br>","Herb Culinary use typically distinguishes ""herbs"" from spices.","Yeah, herbs were considered ""herbs"" when they were used in cooking, so spices could be found in foods that were very spicy.",0.5,Yes,n
21,GPT2-small,nucleus,"A: Hi, have you ever seen the movie mortal combat?<br>B: Yes i have seen it! based on the video game mortal kombat developed by midway game,s Chicao studio in 1992<br>A: My favorite character was Mileena. Who were yours? <br>B: Mileena was cool! my favorite was Snoya Blade she is a character in the mortal kombat fighting game!<br>A: I love the fact that Mileena had a ferocious bite. Though Sonya Blade was cool as well.<br>","Sonya Blade Her goal in most of the games is to pursue and capture Kano, as well as eliminate his criminal syndicate, the Black Dragon.",Yes she did! She kills criminals in her game which is really cool,0.67,Yes,y
22,GPT2-small,nucleus,"A: My mom teaches kindergarden, turns out it stands for garden for the children"".<br>B: It is a German word if I am not mistaken. Your mom has an important job. It is often the first year of compulsory schooling.<br>A: The first such institutions were created in the late 18th century in Bavaria.<br>B: It's a great idea. Kids are definitely ready to learn by age 5-6. Early reading is the goal in my area.<br>A: Well the term Kindergarden was coined by the German Friedrich Fröbel.<br>B: Interesting. I think the German form was Kindergarten. Which is literally a garden of children.<br>","Kindergarten Today, the term is used in many countries to describe a variety of educational institutions and learning spaces for children ranging from two to seven years of age, based on a variety of teaching methods.","Yes, that is interesting. It's also used in many countries to describe learning spaces.",1.0,No,y
23,GPT2-small,nucleus,"A: A taco can be made with a variety of fillings! I love including pork and cheese<br>B: What culture are tacos from?<br>A: Tacos originate from Mexico. Have you had the american chain, Taco bell, before?<br>B: Yes, I don't like it. What other things can go in a taco?<br>A: A  taco could be made with beef, chicken, veggies, and everything in between. Its very versatile. <br>B: Where else are tacos found?<br>","Taco The origins of the taco are not precisely known, and etymologies for the culinary usage of the word are generally theoretical.",They are found in many countries. The origins of the taco are not precisely known.,0.5,Yes,y
24,GPT2-small,nucleus,"A: hello, i do like the band, the Beatles<br>B: Yes, the Beatles are great! It's amazing how they built their reputation by playing in clubs in Liverpool and Hamburg. <br>A: i must been amazing to watch them in a small club<br>B: I know, that must have been a neat experience! Since they formed the band in 1960 I wasn't even born yet to go haha.<br>A: in a short time when they started, they exploded<br>","The Beatles Manager Brian Epstein moulded them into a professional act, and producer George Martin guided and developed their recordings, greatly expanding the group's popularity in the United Kingdom after their first hit, ""Love Me Do"", in late 1962.","Yes, they have continued to expand their popularity in the United Kingdom.",0.83,No,y
25,GPT2-small,nucleus,"A: Divorce is a tough process to go through. I divorced in 2001 after 15 years of marriage.<br>B: That's hard. I went through a divorce after 7 years of marriage, and that was tough. It is also known as a dissolution or termination of marriage.<br>A: Did you have any custody issues? Luckily, my divorce was a pretty simple process.<br>B: We didn't have any children, thankfully. We divorced due to his infidelity. I had no issues because monogamy is required by law and he was not living up to that.<br>A: Wow! I'm sorry! Infidelity has to be one of the top reasons people divorce.<br>","Divorce Reasons for divorce vary, from sexual incompatibility or lack of independence for one or both spouses to a personality clash.","I am not sure, but I do know that it can be a personality clash.",0.5,No,n
26,GPT2-small,nucleus,"A: Some people would say I compulsively hoard things.  I have a lot of boxes that I can't let go of due to sentimental value or thinking I may need it.<br>B: Be careful, compulsive hoarding can have serious health risks, economic burdens and can affect relationships<br>A: Yea, I've gotten a little better about getting rid of things I don't absolutely need.  I try to really consider if things are necessary.<br>B: When hoarding gets bad enough, it can prevent normal daily functions like cooking, cleaning sleeping and moving through the house<br>A: I can imagine.  For some people it gets to the point where it's too much and if it starts to interfere with normal functioning, that's when it's time to admit the problem.<br>","Compulsive hoarding It can also put the individual and others at risk of fires, falling, poor sanitation, and other health concerns.","It can also put the individual and others at risk of fires, falling, poor sanitation, and other health concerns",1.0,No,y
29,GPT2-small,nucleus,"A: I love drinking caffeine!<br>B: Me too!  It's a central nervous system stimulant!<br>A: What is your favorite type of caffeine? Mine is Pepsi<br>B: Oh, for me it is coffee!  Coffee beans, the seeds of plants.<br>A: Those are amazing, they definitley help me stay awake<br>",Coffee bean The fruits – coffee cherries or coffee berries – most commonly contain two stones with their flat sides together.,Yes!  I enjoy a lot of coffee cherries.  They are very popular in coffee drinks.,0.0,Yes,y
